"Layer","Designator","Center-Y(mm)","Center-X(mm)","Comment","Footprint","Rotation","Description"
"TopLayer","R14","32.4500","39.9750","100 kOhm","Resistor,_0603_Imperial_(1608_Metric)","180","100 kOhm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R19","19.7250","26.6750","100 kOhm","Resistor,_0603_Imperial_(1608_Metric)","90","100 kOhm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R24","40.7000","39.9750","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R25","42.2000","39.9750","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R26","31.2250","23.4000","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","90","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R27","36.2000","39.9750","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R28","33.7000","39.9750","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R29","37.7000","39.9750","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R30","39.2000","39.9750","18 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","18 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R38","30.0100","4.6790","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R39","31.7000","56.0000","100 kOhm","Resistor,_0603_Imperial_(1608_Metric)","270","100 kOhm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R40","41.7000","54.5000","100 kOhm","Resistor,_0603_Imperial_(1608_Metric)","270","100 kOhm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R41","31.5000","4.6750","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","180","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R42","23.8000","117.1250","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","0","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R43","12.3000","126.6750","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","0","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R44","22.3250","126.6500","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","0","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R45","17.2500","126.6500","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","0","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R46","21.7000","56.0000","100 kOhm","Resistor,_0603_Imperial_(1608_Metric)","270","100 kOhm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R47","11.7000","56.0000","100 kOhm","Resistor,_0603_Imperial_(1608_Metric)","270","100 kOhm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R48","48.5250","117.1250","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","0","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
"TopLayer","R49","46.6750","126.6500","91 Ohm","Resistor,_0603_Imperial_(1608_Metric)","0","91 Ohm resistor, 50 mW, 0603 Imperial (1608 Metric)"
